Company_Name;period;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;d1;d2;d3;d4;d5;d6;year;yearfory;periodfory;t;u
BIOMARIN PHARMACEUTICAL INC;1;0;13.05720463;0.59232827;0.11373604;0.187895602;0.067369072;0.049947367;0.000863277;-0.271098707;-0.285351251;79.13529584;1;0;0;0;0;0;1999;2002;4;0;3
BIOMARIN PHARMACEUTICAL INC;2;0;6.471160828;0.489490855;0.327314249;0.380526056;0.160217332;0.090195364;0.000799429;-0.485669349;-0.533817184;51.54660247;0;1;0;0;0;0;2000;2003;5;1;4
BIOMARIN PHARMACEUTICAL INC;3;0;16.47590945;0.747804274;0.091056265;0.333989951;0.068092264;0.071374941;0.024224966;-0.393490522;-0.42373455;57.43153227;0;0;1;0;0;0;2001;2004;6;2;5
BIOMARIN PHARMACEUTICAL INC;4;0;11.84051408;0.671015042;0.187524419;0.471127807;0.125831706;0.109143342;0.033190746;-0.700269401;-0.786062937;31.4058726;0;0;0;1;0;0;2002;2005;7;3;6
BIOMARIN PHARMACEUTICAL INC;5;0;17.57854074;0.828797692;0.056953505;0.389430663;0.047202934;0.540247327;0.516053793;-0.29569322;-0.643157153;3.594926301;0;0;0;0;1;0;2003;2006;8;4;7
BIOMEDICAL WASTE SYSTEMS INC;1;0;1.621968615;0.186308862;5.519724787;2.000166226;1.028373645;0.523288607;0.134388578;-0.28424921;-0.596271065;4.814895635;1;0;0;0;0;0;1991;1994;4;0;3
BIOMEDICAL WASTE SYSTEMS INC;2;0;1.664101807;0.123411979;4.963012469;0.886703823;0.612495189;0.370675906;0.127687147;-0.234669746;-0.372891724;6.926523878;0;1;0;0;0;0;1992;1995;5;1;4
BIOMEDICAL WASTE SYSTEMS INC;3;1;0.849292648;-0.041240081;-16.43599721;0.883044348;0.677821858;0.418607627;0.130567915;-0.151362938;-0.260345586;4.621206967;0;0;1;0;0;0;1993;1996;6;2;5
BIOMIRA INC;1;0;9.228260877;0.81389771;0.336368256;3.140011366;0.273769353;0.134130609;0.009348801;-0.132244938;-0.152730816;26.1674812;1;0;0;0;0;0;1991;1994;4;0;3
BIOMIRA INC;2;0;9.288353864;0.723208834;0.456461528;1.741719306;0.33011701;0.132691695;0.015445621;-0.435620587;-0.502267285;30.70751664;0;1;0;0;0;0;1992;1995;5;1;4
BIOMIRA INC;3;0;23.02197807;0.798997551;0.077879954;0.377766252;0.062225893;0.044540639;0.007895437;-0.451871049;-0.472935917;98.58947108;0;0;1;0;0;0;1993;1996;6;2;5
BIOMIRA INC;4;0;8.847161575;0.71843425;0.179744018;0.679609787;0.129134259;0.102420587;0.011131577;-0.440684742;-0.490970198;28.68320551;0;0;0;1;0;0;1994;1997;7;3;6
BIOMIRA INC;5;0;13.43482186;0.709017026;0.143463436;0.434758711;0.101718019;0.065634485;0.008568934;-0.403245718;-0.431571704;46.95619509;0;0;0;0;1;0;1995;1998;8;4;7
BIOMIRA INC;6;0;28.09350845;0.900935396;0.069368778;0.949629054;0.062496788;0.037955492;0.004573373;-0.204707817;-0.212784144;71.7943384;0;0;0;0;0;1;1996;1999;9;5;8
BIOSEPRA INC;1;0;1.648377195;0.195815194;1.620195069;0.631767339;0.317258812;0.35374245;0.015362232;-0.312399945;-0.483398522;1.875744343;1;0;0;0;0;0;1994;1997;4;0;3
BIOSEPRA INC;2;0;0.890622304;-0.053265616;-9.840031329;0.925580018;0.524135327;0.54189053;0.107020128;-0.532026528;-1.161352392;1.835466692;0;1;0;0;0;0;1995;1998;5;1;4
BIOSEPRA INC;3;0;1.480885843;0.157451768;3.926260958;1.200083789;0.618196728;0.376667099;0.073220818;-0.091501575;-0.146794073;2.290363235;0;0;1;0;0;0;1996;1999;6;2;5
BIOSEPRA INC;4;0;1.999739311;0.257278948;3.466492835;1.837456807;0.891855629;0.303636119;0.062330623;-0.255199249;-0.366473988;3.25988732;0;0;0;1;0;0;1997;2000;7;3;6
BIOSEPRA INC;5;0;1.477544911;0.173404906;2.899294665;1.08473831;0.50275192;0.381871306;0.029446282;-0.123190868;-0.199296472;0.893447114;0;0;0;0;1;0;1998;2001;8;4;7
BIOSEPRA INC;6;0;3.287315331;0.598986126;0.50467706;2.172579099;0.302294557;0.387940234;0;-0.604722518;-0.988012204;18.53748274;0;0;0;0;0;1;1999;2002;9;5;8
BIOSITE DIAGNOSTICS INC;1;0;11.53616635;0.736238567;0.708015104;2.688553949;0.521268026;0.129851054;0.064479427;0.018922462;0.021746233;13.88844119;1;0;0;0;0;0;1997;2000;4;0;3
BIOSITE DIAGNOSTICS INC;2;0;6.815436717;0.626266926;0.899063423;2.116403951;0.563053686;0.169065019;0.068781717;-0.01691258;-0.020353675;14.16032829;0;1;0;0;0;0;1998;2001;5;1;4
BIOSITE DIAGNOSTICS INC;3;0;6.557130941;0.586634972;1.0934514;2.084000779;0.641456831;0.165272639;0.066755258;0.016200035;0.019407577;18.66785048;0;0;1;0;0;0;1999;2002;6;2;5
BIOSITE DIAGNOSTICS INC;4;0;9.359345797;0.646481316;1.024577488;2.398307665;0.662370202;0.122003518;0.048411103;0.074240489;0.084556705;56.40408392;0;0;0;1;0;0;2000;2003;7;3;6
BIOSITE DIAGNOSTICS INC;5;0;8.905756012;0.637677633;1.00190796;2.268297738;0.638894296;0.115135293;0.037500132;0.065466226;0.073984446;22.73382613;0;0;0;0;1;0;2001;2004;8;4;7
BIOSITE DIAGNOSTICS INC;6;0;5.468493922;0.614846025;1.303899578;3.238420598;0.801697473;0.177617442;0.046407053;0.102046414;0.124086306;21.73585124;0;0;0;0;0;1;2002;2005;9;5;8
BIOSYS;1;0;29.42148761;0.910631537;0.16552777;2.629330259;0.150734807;0.034655104;0.002701409;-0.128061697;-0.132659009;65.77483289;1;0;0;0;0;0;1992;1995;4;0;3
BIOSYS;2;0;6.91812864;0.682001976;0.631686431;2.124750712;0.430811394;0.115239465;0;-0.580061102;-0.65561367;18.07046783;0;1;0;0;0;0;1993;1996;5;1;4
BIOSYS;3;0;1.819536864;0.241736673;4.890224099;2.551601423;1.182146502;0.430085578;0.191648107;-0.988537332;-1.734536439;3.368838998;0;0;1;0;0;0;1994;1997;6;2;5
BIOSYS;4;1;0.62171687;-0.347802163;-4.042714015;3.282289133;1.40606468;1.142079843;2.763277684;-1.133459679;7.977624791;2.060475882;0;0;0;1;0;0;1995;1998;7;3;6
BIOTIME INC;1;0;31.31168837;0.962474227;0.004927164;0.821428655;0.004742268;0.045773197;0;-0.146391753;-0.153414002;108.1996755;1;0;0;0;0;0;1992;1995;4;0;3
BIOTIME INC;2;0;104.7878789;0.973287867;0.002335766;0.131147547;0.002273373;0.028417162;0;-0.343563513;-0.353612167;407.829546;0;1;0;0;0;0;1993;1996;5;1;4
BIOTIME INC;3;0;138.6428574;0.978338129;0.001729805;0.116279076;0.001692334;0.018615671;0;-0.261804028;-0.266770133;125.9047619;0;0;1;0;0;0;1994;1997;6;2;5
BIOTIME INC;4;0;11.22829582;0.881163435;0.001257466;0.033898305;0.001108033;0.104709143;0;-0.658725762;-0.735767328;25.72347264;0;0;0;1;0;0;1995;1998;7;3;6
BIOTIME INC;5;0;22.14728682;0.919137466;0.001466276;0.036036035;0.001347709;0.043463612;0;-0.662061996;-0.692145123;598.4186058;0;0;0;0;1;0;1996;1999;8;4;7
BIOTIME INC;6;0;6.171450144;0.825138587;0.00920111;0.496062975;0.007592191;0.212340321;0;-0.372860931;-0.473378213;103.6157774;0;0;0;0;0;1;1997;2000;9;5;8
BIPER S A DE C V;1;0;0.892363852;-0.024078038;-25.02291493;0.752771189;0.602502703;0.221138357;0;0.086689766;0.111303165;8.382260474;1;0;0;0;0;0;1998;2001;4;0;3
BIPER S A DE C V;2;0;1.359346641;0.048525164;10.59884565;0.629944895;0.514310722;0.139553611;0;0.082940919;0.096392895;13.10038257;0;1;0;0;0;0;1999;2002;5;1;4
BIPER S A DE C V;3;1;0.352509272;-0.14785239;-2.577039976;0.41437648;0.381021519;0.350375939;0;-0.023956443;-0.036877395;2.447461892;0;0;1;0;0;0;2000;2003;6;2;5
BIRMAN MANAGED CARE INC;1;0;12.5232843;0.722363063;1.314367757;4.417083618;0.949450719;0.131827609;0.050894432;0.013520781;0.015573843;25.51282049;1;0;0;0;0;0;1997;2000;4;0;3
BIRMAN MANAGED CARE INC;2;1;5.864623236;0.652673063;2.290102391;7.012057854;1.494688142;0.208533243;0.079697151;-1.145133654;-1.446849971;37.77239116;0;1;0;0;0;0;1998;2001;5;1;4
BISYS GROUP INC;1;0;1.260451533;0.098000857;20.38091345;3.799215;1.997346983;0.63487512;0.312701775;-0.604673597;-1.656073391;10.37477312;1;0;0;0;0;0;1992;1995;4;0;3
BISYS GROUP INC;2;0;4.215973175;0.49600959;2.091943131;2.966696902;1.037623855;0.175707285;0.001750815;0.200731085;0.243519178;17.42308851;0;1;0;0;0;0;1993;1996;5;1;4
BISYS GROUP INC;3;0;1.153569285;0.027646783;44.4789065;1.552012719;1.229698692;0.389762052;0.244080373;0.099010043;0.162248257;6.225619275;0;0;1;0;0;0;1994;1997;6;2;5
BISYS GROUP INC;4;0;1.107465698;0.0322128;37.65058222;1.815512622;1.212830687;0.306711101;0;-0.039216635;-0.05656608;14.01156061;0;0;0;1;0;0;1995;1998;7;3;6
BISYS GROUP INC;5;0;1.632326045;0.18845894;6.108114108;2.241729424;1.151128712;0.33292021;0.011516156;0.083979033;0.125890537;12.85419062;0;0;0;0;1;0;1996;1999;8;4;7
BISYS GROUP INC;6;0;2.361730891;0.33061471;3.639712005;2.820805793;1.203342328;0.276009581;0.008191045;0.15372805;0.21233437;11.46794617;0;0;0;0;0;1;1997;2000;9;5;8
BITSTREAM INC;1;0;8.043090645;0.813640783;0.741983124;8.522616881;0.60370773;0.121187847;0.005117243;0.076500543;0.087049938;18.13125594;1;0;0;0;0;0;1996;1999;4;0;3
BITSTREAM INC;2;0;3.166000471;0.541595627;1.422275296;3.696952627;0.77029808;0.254335937;0.004239617;-0.352166501;-0.472285736;2.841539532;0;1;0;0;0;0;1997;2000;5;1;4
BITSTREAM INC;3;0;3.884071197;0.610207136;0.701851558;2.403142783;0.428274829;0.214185698;0.001656238;0.136835498;0.174132105;2.520762125;0;0;1;0;0;0;1998;2001;6;2;5
BITSTREAM INC;4;0;6.214670979;0.662055742;0.922734794;2.895488469;0.610901868;0.127439567;0;-0.27679244;-0.317218647;21.18901129;0;0;0;1;0;0;1999;2002;7;3;6
BITSTREAM INC;5;0;4.650817243;0.608821343;1.218559219;3.305852031;0.74188486;0.169984307;0;-0.259271496;-0.31236939;9.683460886;0;0;0;0;1;0;2000;2003;8;4;7
BITSTREAM INC;6;0;3.563149256;0.530376739;1.699658706;3.43152455;0.901459442;0.208507749;0;-0.393822831;-0.49757004;30.9016386;0;0;0;0;0;1;2001;2004;9;5;8
BLOCKBUSTER INC;1;0;0.629839137;-0.049035219;-10.65783192;0.570182163;0.522609124;0.282854064;0.156731007;-0.008102285;-0.011297959;0.968881946;1;0;0;0;0;0;1999;2002;4;0;3
BLOCKBUSTER INC;2;0;0.711805557;-0.03786452;-15.32313882;0.640062456;0.5802033;0.297172736;0.159064508;-0.008878335;-0.012632315;0.576904153;0;1;0;0;0;0;2000;2003;5;1;4
BLOCKBUSTER INC;3;0;0.564627995;-0.071255353;-9.335083274;0.732902217;0.665174656;0.258461895;0.086797668;-0.030996853;-0.041800755;2.223566401;0;0;1;0;0;0;2001;2004;6;2;5
BLOCKBUSTER INC;4;0;0.64895777;-0.08307441;-10.73048006;1.053170354;0.891428298;0.332617956;0.089319667;-0.260674589;-0.390592752;1.059370187;0;0;0;1;0;0;2002;2005;7;3;6
BLOCKBUSTER INC;5;0;0.723226389;-0.075696719;-16.0862585;1.517922253;1.217676987;0.33071742;0.022590543;-0.202661229;-0.302803681;2.022393494;0;0;0;0;1;0;2003;2006;8;4;7
BLONDER TONGUE LABORATORIES INC;1;0;2.491716713;0.452993335;3.608107168;6.716888518;1.634448499;0.379323356;0.088810931;0.173940385;0.280243161;6.400053889;1;0;0;0;0;0;1995;1998;4;0;3
BLONDER TONGUE LABORATORIES INC;2;0;6.38110826;0.636388774;2.123050184;5.506818458;1.351085305;0.292796903;0.187496029;0.107369003;0.151822021;6.770941532;0;1;0;0;0;0;1996;1999;5;1;4
BLONDER TONGUE LABORATORIES INC;3;0;4.788716006;0.616365442;2.381769337;6.644218383;1.46804031;0.247847275;0.091129977;0.151731643;0.201729832;11.14837936;0;0;1;0;0;0;1997;2000;6;2;5
BLONDER TONGUE LABORATORIES INC;4;0;1.654145726;0.244777535;4.152266978;2.667470529;1.016381675;0.418586954;0.066073199;0.102123444;0.175646978;1.883540555;0;0;0;1;0;0;1998;2001;7;3;6
BLONDER TONGUE LABORATORIES INC;5;0;2.750395379;0.385253344;2.231497486;2.178356402;0.859691869;0.4665688;0.314047174;0.000892911;0.001673901;1.226280449;0;0;0;0;1;0;1999;2002;8;4;7
BLONDER TONGUE LABORATORIES INC;6;0;3.313932679;0.432154565;2.585107166;2.93155146;1.117165864;0.377789096;0.231875516;0.056911863;0.091467158;1.002216909;0;0;0;0;0;1;2000;2003;9;5;8
BLUE SQUARE ISRAEL LTD;1;0;1.019670641;0.009232251;204.1393963;3.614445462;1.884666202;0.611763777;0.106412263;0.048751536;0.125571837;1.281752833;1;0;0;0;0;0;1996;1999;4;0;3
BLUE SQUARE ISRAEL LTD;2;0;0.871768465;-0.058447352;-31.67610137;3.072062493;1.851384255;0.627376851;0.172364702;0.043432585;0.116559009;0.967897317;0;1;0;0;0;0;1997;2000;5;1;4
BLUE SQUARE ISRAEL LTD;3;0;0.838271253;-0.076017535;-20.59055059;2.582966729;1.565242896;0.643198993;0.234349765;0.042630086;0.119478604;0.837335879;0;0;1;0;0;0;1998;2001;6;2;5
BLUE SQUARE ISRAEL LTD;4;0;0.675791484;-0.153389974;-10.66662474;2.405157701;1.636153296;0.605715214;0.169926587;0.026893101;0.068207301;1.113213039;0;0;0;1;0;0;1999;2002;7;3;6
BLUE SQUARE ISRAEL LTD;5;0;0.712935453;-0.118917533;-14.36467375;2.424150843;1.708211571;0.580015906;0.201024991;0.042505732;0.101207958;1.115256954;0;0;0;0;1;0;2000;2003;8;4;7
BLUE SQUARE ISRAEL LTD;6;0;0.791363341;-0.079764267;-21.75215308;2.487688763;1.735044542;0.565419091;0.213288139;0.044894875;0.103306138;1.614017692;0;0;0;0;0;1;2001;2004;9;5;8
BLYTH INDUSTRIES INC;1;0;2.542823258;0.433663903;5.160365123;7.845232463;2.237864079;0.335159798;0.035090637;0.138891204;0.208909153;12.54112018;1;0;0;0;0;0;1994;1997;4;0;3
BLYTH INDUSTRIES INC;2;0;3.785706856;0.49849573;3.095545504;4.78401676;1.543116216;0.332373954;0.160975781;0.111884204;0.167585139;12.69275448;0;1;0;0;0;0;1995;1998;5;1;4
BLYTH INDUSTRIES INC;3;0;2.783282822;0.372692405;4.629311061;4.124422795;1.725309075;0.345401514;0.14524251;0.139698307;0.213410679;14.44544932;0;0;1;0;0;0;1996;1999;6;2;5
BLYTH INDUSTRIES INC;4;0;2.953171623;0.313151837;4.90698852;2.918479024;1.536632468;0.448284494;0.326421958;0.12201882;0.221162572;7.329234622;0;0;0;1;0;0;1997;2000;7;3;6
BLYTH INDUSTRIES INC;5;0;2.308580364;0.248204265;6.112496494;2.698968611;1.517147697;0.441675639;0.261865141;0.129168162;0.231349679;6.034078369;0;0;0;0;1;0;1998;2001;8;4;7
BLYTH INDUSTRIES INC;6;0;2.464392639;0.268206525;5.738090617;2.805098736;1.538993346;0.466812322;0.317145623;0.129560396;0.242992104;3.455390536;0;0;0;0;0;1;1999;2002;9;5;8
BON TON STORES INC;1;0;2.872467912;0.474467936;3.507680917;6.115529687;1.664282124;0.55879858;0.394695487;0.062464543;0.14157829;1.082849078;1;0;0;0;0;0;1991;1994;4;0;3
BON TON STORES INC;2;0;2.545110286;0.415601413;4.231309368;5.575225231;1.758538152;0.551773837;0.376295089;0.035909633;0.080114986;0.734214484;0;1;0;0;0;0;1992;1995;5;1;4
BON TON STORES INC;3;0;2.296195102;0.371200067;4.937033162;5.35193534;1.83262704;0.482484469;0.260638298;0.053977556;0.104301326;0.98509741;0;0;1;0;0;0;1993;1996;6;2;5
BON TON STORES INC;4;0;1.669811926;0.231430495;8.12718466;4.445954806;1.880878371;0.583881019;0.349897091;0.050438889;0.12121266;0.749183997;0;0;0;1;0;0;1994;1997;7;3;6
BON TON STORES INC;5;0;1.931042269;0.27405012;6.870645002;4.362584408;1.882901085;0.685439332;0.551103776;-0.027789101;-0.088342581;0.249802863;0;0;0;0;1;0;1995;1998;8;4;7
BON TON STORES INC;6;0;2.033189689;0.301398967;6.117478317;4.531516015;1.843801644;0.673305944;0.534670656;0.019958857;0.061093421;0.302295368;0;0;0;0;0;1;1996;1999;9;5;8
BOOKS A MILLION INC;1;0;1.965546853;0.415862825;3.382297487;9.167197152;1.406571788;0.442774292;0;0.05459226;0.097971538;4.098904035;1;0;0;0;0;0;1992;1995;4;0;3
BOOKS A MILLION INC;2;0;2.471297222;0.514629186;2.081969423;7.901980893;1.07144223;0.354838149;0;0.048955182;0.075880467;4.610859343;0;1;0;0;0;0;1993;1996;5;1;4
BOOKS A MILLION INC;3;0;1.714318241;0.317637007;3.434064516;4.589084102;1.090785975;0.478268575;0.052846836;0.051101126;0.097945272;3.869755274;0;0;1;0;0;0;1994;1997;6;2;5
BOOKS A MILLION INC;4;0;1.641108896;0.286451268;4.201652868;4.512095041;1.203568792;0.526247427;0.13474967;0.039155096;0.082648831;2.227926757;0;0;0;1;0;0;1995;1998;7;3;6
BOOKS A MILLION INC;5;0;1.71977865;0.302429144;3.944739428;4.300645225;1.193004168;0.587135339;0.280796629;0.024800997;0.060070525;0.872868639;0;0;0;0;1;0;1996;1999;8;4;7
BOOKS A MILLION INC;6;0;1.865307613;0.336719333;3.923620597;4.819142269;1.321158912;0.579014385;0.304185577;0.028350474;0.067343093;0.711661801;0;0;0;0;0;1;1997;2000;9;5;8
BORDERS GROUP INC;1;0;1.363418676;0.18749406;8.864673121;5.603973079;1.662073554;0.551458709;0.016871485;-0.200608192;-0.447245763;1.200571255;1;0;0;0;0;0;1995;1998;4;0;3
BORDERS GROUP INC;2;0;1.33396375;0.174979356;9.243983024;5.372462965;1.617506193;0.577704377;0.011978362;0.047811726;0.113218616;2.044632414;0;1;0;0;0;0;1996;1999;5;1;4
BORDERS GROUP INC;3;0;1.155434536;0.089256629;16.54014599;4.387221701;1.476317678;0.610332921;0.008619261;0.052250961;0.134091289;2.520067837;0;0;1;0;0;0;1997;2000;6;2;5
BORDERS GROUP INC;4;0;1.146136732;0.08179554;17.95847751;4.097584088;1.468923357;0.595211141;0.008733019;0.052134043;0.128793176;1.842623929;0;0;0;1;0;0;1998;2001;7;3;6
BORDERS GROUP INC;5;0;1.165677595;0.088938792;17.61127428;4.185319547;1.566325464;0.580843953;0.019785051;0.047158972;0.112509345;1.135074629;0;0;0;0;1;0;1999;2002;8;4;7
BORDERS GROUP INC;6;0;1.194292872;0.106101315;15.06077341;4.594382018;1.597967857;0.586488203;0.017411492;0.021298422;0.051506202;0.765635411;0;0;0;0;0;1;2000;2003;9;5;8
BORG WARNER AUTOMOTIVE INC;1;0;1.032568072;0.005261342;161.5409861;1.020082817;0.849922375;0.60401932;0.233555926;-0.084526479;-0.21346112;0.908410681;1;0;0;0;0;0;1993;1996;4;0;3
BORG WARNER AUTOMOTIVE INC;2;0;0.8708636;-0.02580021;-38.23124993;1.194143483;0.986374263;0.568733371;0.139617179;0.051922922;0.120396336;0.823561454;0;1;0;0;0;0;1994;1997;5;1;4
BORG WARNER AUTOMOTIVE INC;3;0;0.821782178;-0.033702816;-29.53555552;1.178593599;0.995431397;0.550629118;0.146636325;0.055572199;0.123666666;1.02141458;0;0;1;0;0;0;1995;1998;6;2;5
BORG WARNER AUTOMOTIVE INC;4;0;0.749038178;-0.052229613;-18.16155665;1.123750456;0.948571077;0.612712491;0.307565246;0.025745257;0.066475827;0.915090973;0;0;0;1;0;0;1996;1999;7;3;6
BORG WARNER AUTOMOTIVE INC;5;0;0.776568825;-0.050855267;-20.01132499;1.236183014;1.017681277;0.600472269;0.280468831;0.059436733;0.148767479;1.174264339;0;0;0;0;1;0;1997;2000;8;4;7
BORG WARNER AUTOMOTIVE INC;6;0;0.828231667;-0.042251232;-23.54871794;1.24952381;0.994962353;0.578950219;0.242249951;0.051297329;0.121831982;1.221263975;0;0;0;0;0;1;1998;2001;9;5;8
BOSTON BEER INC;1;0;3.261377835;0.590246449;3.342751726;13.26492522;1.973047335;0.285460945;0.033084538;0.163958795;0.229460929;21.42729082;1;0;0;0;0;0;1995;1998;4;0;3
BOSTON BEER INC;2;0;2.596450772;0.49474382;4.000837357;10.13232954;1.979389555;0.328544946;0.027014453;0.086843495;0.129336274;6.48791849;0;1;0;0;0;0;1996;1999;5;1;4
BOSTON BEER INC;3;0;3.167109663;0.479606068;3.635746783;5.830250918;1.74372622;0.323674798;0.123025442;0.07170846;0.106026598;4.681704244;0;0;1;0;0;0;1997;2000;6;2;5
BOSTON BEER INC;4;0;2.390680525;0.424235261;3.524621029;5.523529921;1.495268522;0.331415205;0;0.064586067;0.096601161;4.285851313;0;0;0;1;0;0;1998;2001;7;3;6
BOSTON BEER INC;5;0;3.503170073;0.521839794;3.005099701;5.814781921;1.568180609;0.259735652;0;0.098287945;0.132774116;4.716060444;0;0;0;0;1;0;1999;2002;8;4;7
BOSTON BEER INC;6;0;3.345739993;0.48641001;3.973103157;6.310779891;1.932557148;0.252662219;0;0.113983489;0.152519372;5.892804455;0;0;0;0;0;1;2000;2003;9;5;8
BOSTON CHICKEN INC;1;0;1.270645319;0.025339802;15.24919322;0.438589255;0.386411542;0.137719872;0;0.014964021;0.017354013;41.21071383;1;0;0;0;0;0;1993;1996;4;0;3
BOSTON CHICKEN INC;2;0;2.174816718;0.07505937;3.0001248;0.261526494;0.225187478;0.391508307;0.333491528;0.037877475;0.062248138;4.646027623;0;1;0;0;0;0;1994;1997;5;1;4
BOSTON CHICKEN INC;3;0;11.33505869;0.291917044;0.50873253;0.21844583;0.148507697;0.332483143;0.299975879;0.03125032;0.046815777;5.320096363;0;0;1;0;0;0;1995;1998;6;2;5
BOSTON CHICKEN INC;4;0;1.671311037;0.038111162;4.496217842;0.189319144;0.171356088;0.39373523;0.250304816;0.043377369;0.071548555;3.792228135;0;0;0;1;0;0;1996;1999;7;3;6
BOSTON CHICKEN INC;5;1;0.938452137;-0.004068071;-56.68358574;0.245841958;0.230592875;0.599688698;0.48748098;-0.11165976;-0.27893232;0.382220495;0;0;0;0;1;0;1997;2000;8;4;7
BOTTOMLINE TECHNOLOGIES DEL INC;1;0;5.868567615;0.792623219;0.89917639;15.98982948;0.712708085;0.167392013;0;0.073459544;0.088228248;40.85537865;1;0;0;0;0;0;1999;2002;4;0;3
BOTTOMLINE TECHNOLOGIES DEL INC;2;0;3.954502845;0.574859707;1.199092152;2.989595361;0.689309764;0.198540966;0;-0.200126263;-0.249702423;20.37647505;0;1;0;0;0;0;2000;2003;5;1;4
BOTTOMLINE TECHNOLOGIES DEL INC;3;0;1.577517567;0.116471589;5.682223675;0.970617498;0.661817619;0.20167627;0;-0.343489425;-0.430263327;6.351816902;0;0;1;0;0;0;2001;2004;6;2;5
BOTTOMLINE TECHNOLOGIES DEL INC;4;0;1.847214831;0.212706926;3.574202902;1.41779089;0.760257713;0.253665856;0.003471269;-0.398584008;-0.534055707;3.812985492;0;0;0;1;0;0;2002;2005;7;3;6
BOTTOMLINE TECHNOLOGIES DEL INC;5;0;1.684302799;0.239415501;4.057447055;2.365172074;0.971415718;0.34986778;0;-0.379678852;-0.584002516;5.596641601;0;0;0;0;1;0;2003;2006;8;4;7
BOYD GAMING CORP;1;0;1.696310783;0.06479806;13.30496494;1.023740727;0.862135916;0.893174279;0.87229445;0.025467735;0.238404522;1.514836396;1;0;0;0;0;0;1993;1996;4;0;3
BOYD GAMING CORP;2;0;0.803846742;-0.030669726;-18.25486378;0.640355533;0.559871673;0.803413142;0.761746386;0.015168056;0.077157021;0.909049;0;1;0;0;0;0;1994;1997;5;1;4
BOYD GAMING CORP;3;0;0.923565353;-0.010408494;-66.81574473;0.795498351;0.695451246;0.786613769;0.743712764;0.038176413;0.178907572;0.887151392;0;0;1;0;0;0;1995;1998;6;2;5
BOYD GAMING CORP;4;0;0.906088881;-0.009437554;-86.22549528;0.895279185;0.813757767;0.755348349;0.716943445;0.02951884;0.120656615;0.655424152;0;0;0;1;0;0;1996;1999;7;3;6
BOYD GAMING CORP;5;0;0.964300494;-0.003433364;-231.6253923;0.876545641;0.795254251;0.814289666;0.794528669;-0.075221441;-0.405047146;0.485888142;0;0;0;0;1;0;1997;2000;8;4;7
BOYD GAMING CORP;6;0;1.204771659;0.021017993;40.47385018;0.970717097;0.850679082;0.801697003;0.77319207;0.024950796;0.12582158;0.223589695;0;0;0;0;0;1;1998;2001;9;5;8
BOYDS WHEELS INC;1;0;1.448810537;0.179341369;8.422148556;3.587180007;1.510439652;0.502970633;0.133599645;0.080461721;0.161885246;4.088550455;1;0;0;0;0;0;1995;1998;4;0;3
BOYDS WHEELS INC;2;1;2.694211013;0.380624409;2.563883538;2.472364919;0.975876656;0.322483657;0.110116178;0.045519701;0.067186129;5.73720729;0;1;0;0;0;0;1996;1999;5;1;4
BRADLEY PHARMACEUTICALS INC;1;0;3.090501127;0.602111161;0.404651162;2.217647095;0.243644981;0.320336062;0.045385779;-0.058595433;-0.086212361;5.461835907;1;0;0;0;0;0;1991;1994;4;0;3
BRADLEY PHARMACEUTICALS INC;2;0;2.261966934;0.340775559;1.163448273;1.018719809;0.396474736;0.410340776;0.192208628;-0.154406581;-0.261857314;4.142325309;0;1;0;0;0;0;1992;1995;5;1;4
BRADLEY PHARMACEUTICALS INC;3;0;1.050236152;0.01059159;27.40170965;0.372769024;0.290227673;0.562440592;0.445540579;0.041008464;0.093720906;1.95255915;0;0;1;0;0;0;1993;1996;6;2;5
BRADLEY PHARMACEUTICALS INC;4;0;1.216827688;0.062774395;11.36322613;1.10129004;0.713319643;0.492033706;0.285045099;0.133444271;0.262703004;1.821877313;0;0;0;1;0;0;1994;1997;7;3;6
BRADLEY PHARMACEUTICALS INC;5;0;0.636095111;-0.183197026;-2.155235387;0.580826862;0.394832714;0.670371748;0.336203025;-0.257286245;-0.780534567;0.441409858;0;0;0;0;1;0;1995;1998;8;4;7
BRADLEY PHARMACEUTICALS INC;6;0;0.661481393;-0.136646863;-4.513609053;0.841449755;0.616770518;0.429309761;0.043009882;0.077235183;0.135336437;1.199222321;0;0;0;0;0;1;1996;1999;9;5;8
BREED TECHNOLOGIES INC;1;0;1.282052566;0.090835806;16.43947459;2.543457366;1.493292919;0.764397653;0.649946101;0.056010577;0.237733525;9.25418154;1;0;0;0;0;0;1992;1995;4;0;3
BREED TECHNOLOGIES INC;2;0;3.07136128;0.424674069;2.957949593;3.392250163;1.256164491;0.205021729;0;0.135401577;0.170321105;18.31952132;0;1;0;0;0;0;1993;1996;5;1;4
BREED TECHNOLOGIES INC;3;0;3.645901143;0.477038473;3.250960231;4.525758067;1.550833106;0.180293384;0;0.262286189;0.319975689;26.57509979;0;0;1;0;0;0;1994;1997;6;2;5
BREED TECHNOLOGIES INC;4;0;2.336336923;0.270855909;5.311802022;2.73285033;1.438732963;0.215204272;0.008468237;0.259538999;0.330708986;9.720851322;0;0;0;1;0;0;1995;1998;7;3;6
BREED TECHNOLOGIES INC;5;0;1.511022826;0.178981028;4.831542317;1.836861611;0.864754409;0.453991845;0.132795087;0.125124553;0.229162425;3.595202913;0;0;0;0;1;0;1996;1999;8;4;7
